dataset,newviol,year,month,date,dept,muni,perp1,pdesc1,perp2,pdesc2
UN-TRC-2,Disappearance,1982,8,1982-08-23,LA LIBERTAD,CIUDAD ARCE,NATIONAL POLICE,NATIONAL POLICE,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,3,1980-03-24,LA LIBERTAD,CIUDAD ARCE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1986,4,1986-04-29,SANTA ANA,SANTA ANA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,2,1980-02-27,LA LIBERTAD,CIUDAD ARCE,ARMY,ARMY,NATIONAL GUARD,NATIONAL GUARD
UN-TRC-2,Disappearance,1982,2,1982-02-27,LA LIBERTAD,CIUDAD ARCE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,3,1982-03-00,SAN SALVADOR,SAN MARCOS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1988,1,1988-01-27,LA LIBERTAD,QUEZALTEPEQUE,ARMY,ARMY,DEATH SQUAD,DEATH SQUAD
UN-TRC-2,Disappearance,1987,1,1987-01-05,CHALATENANGO,LA LAGUNA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,7,1982-07-23,LA LIBERTAD,HUIZUCAR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,1,1983-01-24,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,10,1981-10-05,LA LIBERTAD,CIUDAD ARCE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1988,4,1988-04-25,SAN SALVADOR,SAN MARTIN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,7,1983-07-16,SAN SALVADOR,SOYAPANGO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1986,4,1986-04-03,SANTA ANA,CHALCHUAPA,ARMY,ARMY,ARMY,ARMY
UN-TRC-2,Disappearance,1989,6,1989-06-01,SAN SALVADOR,SAN MARTIN,ARMY,ARMY,DEATH SQUAD,DEATH SQUAD
UN-TRC-2,Disappearance,1980,2,1980-02-10,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,10,1981-10-25,SAN SALVADOR,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,6,1989-06-25,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,7,1982-07-25,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,9,1983-09-24,SAN MIGUEL,CIUDAD BARRIOS,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,3,1984-03-17,SAN MIGUEL,CHAPELTIQUE,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,1,1983-01-26,SAN MIGUEL,CHAPELTIQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1987,2,1987-02-16,CHALATENANGO,ARCATAO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,9,1983-09-13,SONSONATE,SONSONATE,UNKNOWN,UNKNOWN,ARMY,ARMY
UN-TRC-2,Disappearance,1980,1,1980-01-31,SANTA ANA,SANTA ANA,NATIONAL GUARD,NATIONAL GUARD,ARMY,ARMY
UN-TRC-2,Disappearance,1980,10,1980-10-20,LA LIBERTAD,CIUDAD ARCE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,6,1982-06-17,LA LIBERTAD,CIUDAD ARCE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,8,1981-08-18,LA LIBERTAD,CIUDAD ARCE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,5,1982-05-20,LA LIBERTAD,CIUDAD ARCE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,4,1984-04-30,SAN VICENTE,SAN LORENZO,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,1,1984-01-25,LA LIBERTAD,CIUDAD ARCE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1986,7,1986-07-27,SAN SALVADOR,SAN MARCOS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,2,1981-02-02,SANTA ANA,CANDELARIA DE LA FRONTERA,ARMY,ARMY,ARMY,ARMY
UN-TRC-2,Disappearance,1980,10,1980-10-28,SAN SALVADOR,SAN MARCOS,ARMY,ARMY,DEATH SQUAD,DEATH SQUAD
UN-TRC-2,Disappearance,1991,1,1991-01-24,LA LIBERTAD,CIUDAD ARCE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,7,1981-07-29,SAN SALVADOR,SAN MARCOS,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,7,1983-07-30,SAN SALVADOR,SAN MARCOS,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1988,7,1988-07-04,SAN SALVADOR,SAN MARCOS,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1987,2,1987-02-27,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,2,1981-02-11,USULUTAN,USULUTAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1987,4,1987-04-20,USULUTAN,SAN AGUSTIN,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,4,1982-04-03,LA LIBERTAD,SAN JOSE VILLANUEVA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1990,5,1990-05-27,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,8,1984-08-30,USULUTAN,SAN AGUSTIN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,1,1984-01-31,USULUTAN,SAN AGUSTIN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,1,1984-01-23,SAN VICENTE,APASTEPEQUE,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,5,1989-05-11,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,10,1980-10-25,SONSONATE,NAHUIZALCO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,6,1983-06-24,SANTA ANA,COATEPEQUE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1985,1,1985-01-10,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1987,4,1987-04-08,SAN VICENTE,SAN IDELFONSO,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,3,1980-03-31,LA LIBERTAD,SAN MATIAS,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,1,1983-01-05,SAN SALVADOR,SAN MARCOS,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,3,1980-03-31,LA LIBERTAD,SAN MATIAS,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,0,1980-00-00,SAN SALVADOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,10,1980-10-21,SAN SALVADOR,SAN MARTIN,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,5,1982-05-05,SAN SALVADOR,SAN MARCOS,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,5,1982-05-05,SAN SALVADOR,SAN MARCOS,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,4,1980-04-27,LA LIBERTAD,COLON,NATIONAL GUARD,NATIONAL GUARD,DEATH SQUAD,DEATH SQUAD
UN-TRC-2,Disappearance,1982,10,1982-10-02,LA LIBERTAD,COLON,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,1,1983-01-02,LA LIBERTAD,COLON,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1987,7,1987-07-05,LA LIBERTAD,COLON,TREASURY POLICE,TREASURY POLICE,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,5,1983-05-08,LA LIBERTAD,COLON,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,11,1980-11-11,LA LIBERTAD,COLON,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1988,3,1988-03-07,MORAZAN,GUATAJIAGUA,ARMY,ARMY,NATIONAL POLICE,NATIONAL POLICE
UN-TRC-2,Disappearance,1987,2,1987-02-10,UNKNOWN,UNKNOWN,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,1,1989-01-06,SANTA ANA,COATEPEQUE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,2,1983-02-05,CABANAS,JUTIAPA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1988,5,1988-05-28,USULUTAN,BERLIN,ARMY,ARMY,ARMY,ARMY
UN-TRC-2,Disappearance,1983,11,1983-11-04,SANTA ANA,CHALCHUAPA,NATIONAL POLICE,NATIONAL POLICE,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1986,11,1986-11-10,USULUTAN,BERLIN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,11,1981-11-10,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,12,1983-12-28,SAN VICENTE,SAN SEBASTIAN,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,12,1980-12-08,LA LIBERTAD,QUEZALTEPEQUE,NATIONAL POLICE,NATIONAL POLICE,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,9,1980-09-21,LA LIBERTAD,NUEVO CUSCATLAN,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,11,1980-11-19,SAN VICENTE,SAN VICENTE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,6,1980-06-10,LA LIBERTAD,QUEZALTEPEQUE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,3,1984-03-01,AHUACHAPAN,AHUACHAPAN,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,6,1980-06-25,CUSCATLAN,SUCHITOTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,12,1980-12-07,CUSCATLAN,SUCHITOTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,7,1984-07-13,SAN VICENTE,SAN SEBASTIAN,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,3,1981-03-27,SAN SALVADOR,SAN MARTIN,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,1,1984-01-09,SAN SALVADOR,SAN MARTIN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1985,5,1985-05-01,SAN SALVADOR,SAN MARTIN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,12,1984-12-04,CHALATENANGO,LA PALMA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1988,9,1988-09-27,CUSCATLAN,SUCHITOTO,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1988,9,1988-09-27,CUSCATLAN,SUCHITOTO,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,4,1984-04-20,UNKNOWN,UNKNOWN,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,11,1982-11-17,SAN SALVADOR,SAN MARTIN,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,2,1982-02-16,LA LIBERTAD,OPICO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,12,1982-12-17,SANTA ANA,COATEPEQUE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,3,1982-03-09,LA LIBERTAD,COMASAGUA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1985,3,1985-03-12,SAN VICENTE,TECOLUCA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,7,1981-07-20,SAN SALVADOR,SAN MARTIN,ARMY,ARMY,ARMY,ARMY
UN-TRC-2,Disappearance,1983,9,1983-09-20,SAN SALVADOR,SAN MARTIN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,10,1981-10-16,SAN SALVADOR,SOYAPANGO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,4,1980-04-22,SAN SALVADOR,SAN MARTIN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1988,4,1988-04-25,SAN SALVADOR,SAN MARTIN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,9,1980-09-26,SAN SALVADOR,SAN MARTIN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,6,1983-06-06,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1991,4,1991-04-06,SONSONATE,ARMENIA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,11,1982-11-20,CUSCATLAN,SUCHITOTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,1,1984-01-01,SAN VICENTE,SAN SEBASTIAN,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,1,1989-01-21,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,4,1983-04-17,SANTA ANA,CHALCHUAPA,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,5,1989-05-23,SAN VICENTE,TECOLUCA,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,5,1983-05-30,SANTA ANA,CHALCHUAPA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1988,10,1988-10-29,SANTA ANA,METAPAN,ARMY,ARMY,NATIONAL POLICE,NATIONAL POLICE
UN-TRC-2,Disappearance,1983,4,1983-04-20,SANTA ANA,SANTA ANA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,7,1984-07-08,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,12,1982-12-28,LA LIBERTAD,TEPECOYO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,4,1982-04-00,LA LIBERTAD,SAN PABLO TACACHICO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,1,1983-01-00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,10,1982-10-06,SANTA ANA,SANTA ANA,NATIONAL POLICE,NATIONAL POLICE,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,5,1982-05-01,CHALATENANGO,EL PARAISO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,9,1980-09-15,LA LIBERTAD,HUIZUCAR,NATIONAL GUARD,NATIONAL GUARD,ARMY,ARMY
UN-TRC-2,Disappearance,1986,1,1986-01-19,SAN VICENTE,SAN CAYETANO ISTEPEQUE,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1985,11,1985-11-02,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,3,1980-03-21,LA LIBERTAD,SAN PABLO TACACHICO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1985,5,1985-05-06,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,3,1981-03-28,SANTA ANA,SANTA ANA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,5,1980-05-20,SAN SALVADOR,SAN MARTIN,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,1,1980-01-08,LA LIBERTAD,HUIZUCAR,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,4,1980-04-23,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,8,1983-08-29,SANTA ANA,SANTA ANA,NATIONAL POLICE,NATIONAL POLICE,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,11,1989-11-11,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,8,1981-08-23,SAN SALVADOR,SAN MARTIN,ARMY,ARMY,NATIONAL GUARD,NATIONAL GUARD
UN-TRC-2,Disappearance,1983,2,1983-02-08,SAN SALVADOR,SAN MARTIN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1987,1,1987-01-05,SANTA ANA,SANTA ANA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1988,7,1988-07-16,SAN SALVADOR,SAN MARTIN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,4,1989-04-18,SAN SALVADOR,SAN MARTIN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,7,1981-07-16,SAN SALVADOR,SOYAPANGO,NATIONAL POLICE,NATIONAL POLICE,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,1,1982-01-02,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,8,1983-08-16,SAN SALVADOR,SOYAPANGO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,12,1981-12-01,LA LIBERTAD,QUEZALTEPEQUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,2,1983-02-17,SAN SALVADOR,SOYAPANGO,TREASURY POLICE,TREASURY POLICE,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,4,1984-04-28,SAN SALVADOR,SOYAPANGO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,2,1982-02-02,SAN MIGUEL,SAN RAFAEL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1986,1,1986-01-05,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,8,1981-08-24,LA LIBERTAD,JAYAQUE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,3,1980-03-18,LA LIBERTAD,JAYAQUE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,12,1989-12-17,AHUACHAPAN,JUJUTLA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,11,1989-11-19,SAN SALVADOR,SOYAPANGO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,2,1989-02-20,SAN SALVADOR,SOYAPANGO,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,3,1983-03-03,SAN MIGUEL,SAN MIGUEL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,11,1989-11-20,SAN SALVADOR,SOYAPANGO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,4,1982-04-00,CUSCATLAN,SUCHITOTO,ARMY,ARMY,DEATH SQUAD,DEATH SQUAD
UN-TRC-2,Disappearance,1986,11,1986-11-12,SAN MIGUEL,SESORI,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,6,1983-06-15,SAN SALVADOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1988,5,1988-05-28,USULUTAN,BERLIN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,4,1982-04-00,CUSCATLAN,SUCHITOTO,ARMY,ARMY,DEATH SQUAD,DEATH SQUAD
UN-TRC-2,Disappearance,1982,4,1982-04-00,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,4,1982-04-00,CUSCATLAN,SUCHITOTO,ARMY,ARMY,DEATH SQUAD,DEATH SQUAD
UN-TRC-2,Disappearance,1983,8,1983-08-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,ARMY,ARMY
UN-TRC-2,Disappearance,1980,0,1980-00-00,LA LIBERTAD,LA LIBERTAD,NATIONAL GUARD,NATIONAL GUARD,ARMY,ARMY
UN-TRC-2,Disappearance,1981,10,1981-10-25,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1984,5,1984-05-30,SAN MIGUEL,SAN MIGUEL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,2,1981-02-11,USULUTAN,USULUTAN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,9,1983-09-14,CUSCATLAN,SAN PEDRO PERULAPAN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1985,11,1985-11-17,LA LIBERTAD,ZARAGOZA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,1,1982-01-02,SAN MIGUEL,SAN MIGUEL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1987,12,1987-12-10,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,1,1982-01-07,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1986,12,1986-12-11,UNKNOWN,UNKNOWN,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,4,1982-04-01,UNKNOWN,UNKNOWN,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,3,1982-03-28,SAN SALVADOR,TONACATEPEQUE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,11,1983-11-24,SAN SALVADOR,SOYAPANGO,UNKNOWN,UNKNOWN,ARMY,ARMY
UN-TRC-2,Disappearance,1981,2,1981-02-09,SAN MIGUEL,SAN MIGUEL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,10,1982-10-01,SAN SALVADOR,TONACATEPEQUE,DEATH SQUAD,DEATH SQUAD,ARMY,ARMY
UN-TRC-2,Disappearance,1989,3,1989-03-17,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,2,1989-02-09,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,4,1982-04-22,SAN SALVADOR,SANTO TOMAS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1990,4,1990-04-12,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1983,2,1983-02-13,LA LIBERTAD,ZARAGOZA,ARMY,ARMY,DEATH SQUAD,DEATH SQUAD
UN-TRC-2,Disappearance,1981,8,1981-08-20,LA LIBERTAD,NUEVA SAN SALVADOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,5,1980-05-08,SAN SALVADOR,SOYAPANGO,TREASURY POLICE,TREASURY POLICE,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1982,8,1982-08-10,MORAZAN,SAN FRANCISCO GOTERA,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,6,1980-06-13,SAN SALVADOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,8,1980-08-13,SAN SALVADOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,8,1980-08-13,SAN SALVADOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1986,12,1986-12-07,SANTA ANA,METAPAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1989,7,1989-07-02,CHALATENANGO,LAS VUELTAS,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1981,12,1981-12-14,MORAZAN,MEANGUERA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,4,1980-04-30,LA PAZ,SANTIAGO NONUALCO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC-2,Disappearance,1980,8,1980-08-14,SAN SALVADOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
